minor_class_id,class_id,fiscal_year,total,minor_class,class,department,fund
314,3,2015,400000,Fuel -- Heating and Lighting,Materials and Supplies,Commerce,Airport Operating Fund
316,3,2015,600000,General Hardware and Minor Tools,Materials and Supplies,Commerce,Airport Operating Fund
318,3,2015,1600000,"Janitorial, Laundry and Household",Materials and Supplies,Commerce,Airport Operating Fund
319,3,2015,20000,Nautical and Aeronautical,Materials and Supplies,Commerce,Airport Operating Fund
320,3,2015,120000,Office Materials and Supplies,Materials and Supplies,Commerce,Airport Operating Fund
322,3,2015,100000,Small Power Tools and Hand Tools,Materials and Supplies,Commerce,Airport Operating Fund
323,3,2015,800000,Plumbing/air Conditioning/space Htg,Materials and Supplies,Commerce,Airport Operating Fund
324,3,2015,59000,"Precision, Photographic and Artists",Materials and Supplies,Commerce,Airport Operating Fund
325,3,2015,55000,Printing,Materials and Supplies,Commerce,Airport Operating Fund
328,3,2015,2000,Motor Vehicle Parts and Accessories,Materials and Supplies,Commerce,Airport Operating Fund
340,3,2015,25000,#2 Diesel Fuel,Materials and Supplies,Commerce,Airport Operating Fund
401,4,2015,25000,Agricultural and Botanical,Equipment,Commerce,Airport Operating Fund
403,4,2015,25000,"Bakeshop, Dining Room and Kitchen",Equipment,Commerce,Airport Operating Fund
405,4,2015,25000,"Construction, Dredging, Conveying",Equipment,Commerce,Airport Operating Fund
410,4,2015,500000,Electrical Lighting Communication,Equipment,Commerce,Airport Operating Fund
411,4,2015,85000,General Equipment and Machinery,Equipment,Commerce,Airport Operating Fund
412,4,2015,25000,Fire Fighting and Emergency,Equipment,Commerce,Airport Operating Fund
418,4,2015,85000,Janitorial and Laundry,Equipment,Commerce,Airport Operating Fund
419,4,2015,25000,Nautical and Aeronautical,Equipment,Commerce,Airport Operating Fund
420,4,2015,330000,Office Equipment,Equipment,Commerce,Airport Operating Fund
423,4,2015,35000,Plumbing/air Conditioning/space Htg,Equipment,Commerce,Airport Operating Fund
424,4,2015,20000,"Precision, Photographic and Artist",Equipment,Commerce,Airport Operating Fund
427,4,2015,1100000,Computer Equipment & Peripherals,Equipment,Commerce,Airport Operating Fund
430,4,2015,200000,Furniture and Furnishings,Equipment,Commerce,Airport Operating Fund
504,5,2015,1000,Meritorious Awards,"Contributions, Indemnities, Refunds, Taxes",Commerce,Airport Operating Fund
515,5,2015,2704000,Taxes,"Contributions, Indemnities, Refunds, Taxes",Commerce,Airport Operating Fund
589,5,2015,1500000,Other Miscellaneous Claims,"Contributions, Indemnities, Refunds, Taxes",Commerce,Airport Operating Fund
801,8,2015,4100000,Payments to General Fund,Payments to Other Funds,Commerce,Airport Operating Fund
803,8,2015,5000000,Payments to Water Fund,Payments to Other Funds,Commerce,Airport Operating Fund
804,8,2015,15000000,Payments to Capital Projects Fund,Payments to Other Funds,Commerce,Airport Operating Fund
807,8,2015,500000,Payments to Other Funds,Payments to Other Funds,Commerce,Airport Operating Fund
100,1,2015,30000,Salary Control,Personal Services,Law,Airport Operating Fund
101,1,2015,1418721,Perm Full Time-civilian,Personal Services,Law,Airport Operating Fund
111,1,2015,68022,Perm Part Time,Personal Services,Law,Airport Operating Fund
210,2,2015,9911,Postage,Purchase of Services,Law,Airport Operating Fund
211,2,2015,89,Transportation,Purchase of Services,Law,Airport Operating Fund
250,2,2015,12000,Professional Consult/spec Services,Purchase of Services,Law,Airport Operating Fund
253,2,2015,399189,Legal Services,Purchase of Services,Law,Airport Operating Fund
285,2,2015,11250,Rents,Purchase of Services,Law,Airport Operating Fund
320,3,2015,9557,Office Materials and Supplies,Materials and Supplies,Law,Airport Operating Fund
420,4,2015,9800,Office Equipment,Equipment,Law,Airport Operating Fund
430,4,2015,5000,Furniture and Furnishings,Equipment,Law,Airport Operating Fund
101,1,2015,195553,Perm Full Time-civilian,Personal Services,Mayor's Office of Transportation,Airport Operating Fund
100,1,2015,1000000,Salary Control,Personal Services,Office of Housing,Community Development Fund
101,1,2015,3418764,Perm Full Time-civilian,Personal Services,Office of Housing,Community Development Fund
121,1,2015,36000,Temporary Seasonal,Personal Services,Office of Housing,Community Development Fund
161,1,2015,22800,Overtime Civilian,Personal Services,Office of Housing,Community Development Fund
171,1,2015,1200,"Holiday ""g""(2/3 Shifts)",Personal Services,Office of Housing,Community Development Fund
209,2,2015,13500,Telephone,Purchase of Services,Office of Housing,Community Development Fund
210,2,2015,40000,Postage,Purchase of Services,Office of Housing,Community Development Fund
211,2,2015,1000,Transportation,Purchase of Services,Office of Housing,Community Development Fund
216,2,2015,20000,Commercial Off-shelf Comp Software,Purchase of Services,Office of Housing,Community Development Fund
230,2,2015,1000,Meals-non-travel & Officl Entertain,Purchase of Services,Office of Housing,Community Development Fund
240,2,2015,65000,Advertising/promotional Activities,Purchase of Services,Office of Housing,Community Development Fund
250,2,2015,44399438,Professional Consult/spec Services,Purchase of Services,Office of Housing,Community Development Fund
251,2,2015,10000,Information Technology-prof Service,Purchase of Services,Office of Housing,Community Development Fund
253,2,2015,10000,Legal Services,Purchase of Services,Office of Housing,Community Development Fund
255,2,2015,5000,Dues,Purchase of Services,Office of Housing,Community Development Fund
256,2,2015,11000,Seminar and Training Sessions,Purchase of Services,Office of Housing,Community Development Fund
260,2,2015,35000,Repair and Maintenance Charges,Purchase of Services,Office of Housing,Community Development Fund
266,2,2015,60000,Maint/support-computr Hardware/soft,Purchase of Services,Office of Housing,Community Development Fund
284,2,2015,400000,Ground and Building Rental,Purchase of Services,Office of Housing,Community Development Fund
285,2,2015,500,Rents,Purchase of Services,Office of Housing,Community Development Fund
299,2,2015,100000,Other Expenses (not Othrwse Clssfd),Purchase of Services,Office of Housing,Community Development Fund
304,3,2015,2500,Books and Other Publications,Materials and Supplies,Office of Housing,Community Development Fund
320,3,2015,65000,Office Materials and Supplies,Materials and Supplies,Office of Housing,Community Development Fund
325,3,2015,60000,Printing,Materials and Supplies,Office of Housing,Community Development Fund
345,3,2015,3500,Gasoline,Materials and Supplies,Office of Housing,Community Development Fund
399,3,2015,100000,Other Materials and Supplies (noc),Materials and Supplies,Office of Housing,Community Development Fund
420,4,2015,5000,Office Equipment,Equipment,Office of Housing,Community Development Fund
427,4,2015,20000,Computer Equipment & Peripherals,Equipment,Office of Housing,Community Development Fund
499,4,2015,25000,Other Equipment (noc),Equipment,Office of Housing,Community Development Fund
801,8,2015,30000,Payments to General Fund,Payments to Other Funds,Office of Housing,Community Development Fund
101,1,2015,514818,Perm Full Time-civilian,Personal Services,Licenses & Inspections,Community Development Fund
186,1,2015,4273,Flex Cash,Personal Services,Finance - Employee Benefits,Community Development Fund
187,1,2015,105631,Worker's Comp-disability Comp,Personal Services,Finance - Employee Benefits,Community Development Fund
189,1,2015,84259,Medicare Tax,Personal Services,Finance - Employee Benefits,Community Development Fund
190,1,2015,375000,Pension-obligation Bond Payments,Personal Services,Finance - Employee Benefits,Community Development Fund
191,1,2015,2154588,Pension,Personal Services,Finance - Employee Benefits,Community Development Fund
192,1,2015,360350,FICA Taxes,Personal Services,Finance - Employee Benefits,Community Development Fund
193,1,2015,953283,Medical Health & Welfare Credit,Personal Services,Finance - Employee Benefits,Community Development Fund
194,1,2015,42550,Group Life Insurance,Personal Services,Finance - Employee Benefits,Community Development Fund
195,1,2015,7784,Group Legal Insurance,Personal Services,Finance - Employee Benefits,Community Development Fund
196,1,2015,19864,Unemployment Comp Insurance,Personal Services,Finance - Employee Benefits,Community Development Fund
999,9,2015,20000000,Standby Authorizations,Advances & Other Misc Payments,Director of Finance,Community Development Fund
100,1,2015,42435,Salary Control,Personal Services,Commerce,Community Development Fund
101,1,2015,848702,Perm Full Time-civilian,Personal Services,Commerce,Community Development Fund
250,2,2015,8482624,Professional Consult/spec Services,Purchase of Services,Commerce,Community Development Fund
320,3,2015,20000,Office Materials and Supplies,Materials and Supplies,Commerce,Community Development Fund
427,4,2015,35000,Computer Equipment & Peripherals,Equipment,Commerce,Community Development Fund
101,1,2015,154637,Perm Full Time-civilian,Personal Services,Law,Community Development Fund
101,1,2015,280000,Perm Full Time-civilian,Personal Services,City Planning Commission,Community Development Fund
285,2,2015,6000000,Rents,Purchase of Services,Sinking Fund Commission,Car Rental Tax Fund
101,1,2015,1250000,Perm Full Time-civilian,Personal Services,Office of Housing,Housing Trust Fund
250,2,2015,19250000,Professional Consult/spec Services,Purchase of Services,Office of Housing,Housing Trust Fund
101,1,2015,1320614,Perm Full Time-civilian,Personal Services,Health,Acute Care Hospital Assessment Fund
111,1,2015,3481389,Perm Part Time,Personal Services,Health,Acute Care Hospital Assessment Fund
161,1,2015,26782,Overtime Civilian,Personal Services,Health,Acute Care Hospital Assessment Fund
209,2,2015,160000,Telephone,Purchase of Services,Health,Acute Care Hospital Assessment Fund
216,2,2015,12700,Commercial Off-shelf Comp Software,Purchase of Services,Health,Acute Care Hospital Assessment Fund
230,2,2015,4832,Meals-non-travel & Officl Entertain,Purchase of Services,Health,Acute Care Hospital Assessment Fund
250,2,2015,154474083,Professional Consult/spec Services,Purchase of Services,Health,Acute Care Hospital Assessment Fund
251,2,2015,700000,Information Technology-prof Service,Purchase of Services,Health,Acute Care Hospital Assessment Fund
320,3,2015,2500,Office Materials and Supplies,Materials and Supplies,Health,Acute Care Hospital Assessment Fund
399,3,2015,3780,Other Materials and Supplies (noc),Materials and Supplies,Health,Acute Care Hospital Assessment Fund
427,4,2015,5000,Computer Equipment & Peripherals,Equipment,Health,Acute Care Hospital Assessment Fund
804,8,2015,2000000,Payments to Capital Projects Fund,Payments to Other Funds,Health,Acute Care Hospital Assessment Fund
101,1,2015,75000,Perm Full Time-civilian,Personal Services,Director of Finance,Acute Care Hospital Assessment Fund
187,1,2015,16923,Worker's Comp-disability Comp,Personal Services,Finance - Employee Benefits,Acute Care Hospital Assessment Fund
189,1,2015,8900,Medicare Tax,Personal Services,Finance - Employee Benefits,Acute Care Hospital Assessment Fund
190,1,2015,12472,Pension-obligation Bond Payments,Personal Services,Finance - Employee Benefits,Acute Care Hospital Assessment Fund
191,1,2015,29625,Pension,Personal Services,Finance - Employee Benefits,Acute Care Hospital Assessment Fund
192,1,2015,37785,FICA Taxes,Personal Services,Finance - Employee Benefits,Acute Care Hospital Assessment Fund
193,1,2015,153517,Medical Health & Welfare Credit,Personal Services,Finance - Employee Benefits,Acute Care Hospital Assessment Fund
194,1,2015,500,Group Life Insurance,Personal Services,Finance - Employee Benefits,Acute Care Hospital Assessment Fund
195,1,2015,1598,Group Legal Insurance,Personal Services,Finance - Employee Benefits,Acute Care Hospital Assessment Fund
101,1,2015,30000,Perm Full Time-civilian,Personal Services,Revenue,Acute Care Hospital Assessment Fund
320,3,2015,5000,Office Materials and Supplies,Materials and Supplies,Revenue,Acute Care Hospital Assessment Fund
420,4,2015,10000,Office Equipment,Equipment,Revenue,Acute Care Hospital Assessment Fund
100,1,2015,40000,Salary Control,Personal Services,Board of Pensions,Undistributed Pension Funds
101,1,2015,3835145,Perm Full Time-civilian,Personal Services,Board of Pensions,Undistributed Pension Funds
121,1,2015,4000,Temporary Seasonal,Personal Services,Board of Pensions,Undistributed Pension Funds
161,1,2015,1500,Overtime Civilian,Personal Services,Board of Pensions,Undistributed Pension Funds
181,1,2015,355,Shift,Personal Services,Board of Pensions,Undistributed Pension Funds
186,1,2015,1000,Flex Cash,Personal Services,Finance - Employee Benefits,Undistributed Pension Funds
187,1,2015,70000,Worker's Comp-disability Comp,Personal Services,Finance - Employee Benefits,Undistributed Pension Funds
189,1,2015,41700,Medicare Tax,Personal Services,Finance - Employee Benefits,Undistributed Pension Funds
190,1,2015,280000,Pension-obligation Bond Payments,Personal Services,Finance - Employee Benefits,Undistributed Pension Funds
191,1,2015,1430000,Pension,Personal Services,Finance - Employee Benefits,Undistributed Pension Funds
192,1,2015,170800,FICA Taxes,Personal Services,Finance - Employee Benefits,Undistributed Pension Funds
193,1,2015,788000,Medical Health & Welfare Credit,Personal Services,Finance - Employee Benefits,Undistributed Pension Funds
194,1,2015,12500,Group Life Insurance,Personal Services,Finance - Employee Benefits,Undistributed Pension Funds
195,1,2015,6000,Group Legal Insurance,Personal Services,Finance - Employee Benefits,Undistributed Pension Funds
209,2,2015,3000,Telephone,Purchase of Services,Board of Pensions,Undistributed Pension Funds
210,2,2015,80000,Postage,Purchase of Services,Board of Pensions,Undistributed Pension Funds
211,2,2015,10000,Transportation,Purchase of Services,Board of Pensions,Undistributed Pension Funds
216,2,2015,10000,Commercial Off-shelf Comp Software,Purchase of Services,Board of Pensions,Undistributed Pension Funds
250,2,2015,505000,Professional Consult/spec Services,Purchase of Services,Board of Pensions,Undistributed Pension Funds
251,2,2015,235000,Information Technology-prof Service,Purchase of Services,Board of Pensions,Undistributed Pension Funds
252,2,2015,73000,Accounting and Auditing Services,Purchase of Services,Board of Pensions,Undistributed Pension Funds
253,2,2015,115000,Legal Services,Purchase of Services,Board of Pensions,Undistributed Pension Funds
255,2,2015,1000,Dues,Purchase of Services,Board of Pensions,Undistributed Pension Funds
256,2,2015,1000,Seminar and Training Sessions,Purchase of Services,Board of Pensions,Undistributed Pension Funds
258,2,2015,12000,Court Reporters,Purchase of Services,Board of Pensions,Undistributed Pension Funds
260,2,2015,10000,Repair and Maintenance Charges,Purchase of Services,Board of Pensions,Undistributed Pension Funds
266,2,2015,2000,Maint/support-computr Hardware/soft,Purchase of Services,Board of Pensions,Undistributed Pension Funds
